set_name	family	section_source	analyte	polarity	evidence	n_species	n_taxa	n_strains_total	median_n_tested
BacDive_Test_methylred-test	metabolite_test	Test	methylred-test	pos	measured	310	303	1655	1
BacDive_Uses_melibiose_fermentation_negative	util	Uses	melibiose	neg	measured	310	303	1674	1
BacDive_Uses_rhamnose_fermentation_negative	util	Uses	rhamnose	neg	measured	307	300	911	1
BacDive_Uses_lactose_negative	util	Uses	lactose	neg	measured	299	299	417	1
BacDive_Uses_tryptophan	util	Uses	tryptophan	pos	measured	315	299	2211	1
BacDive_Uses_cellobiose_negative	util	Uses	cellobiose	neg	measured	297	296	426	1
BacDive_Uses_tween_80	util	Uses	tween 80	pos	measured	297	295	298	1
BacDive_Uses_salicin_negative	util	Uses	salicin	neg	measured	290	290	421	1
BacDive_Enzyme_leucyl_glycin_arylamidase	enzyme	Enzyme	leucyl glycin arylamidase	pos	measured	293	287	773	1
BacDive_Shape_ovoid	shape	Shape	ovoid	pos	measured	288	287	551	1
BacDive_Uses_dextrin	util	Uses	dextrin	pos	measured	288	287	290	1
BacDive_Enzyme_lysine_decarboxylase	enzyme	Enzyme	lysine decarboxylase	pos	measured	294	286	2392	1
BacDive_Uses_glycogen	util	Uses	glycogen	pos	measured	287	286	289	1
BacDive_Enzyme_tyrosine_arylamidase	enzyme	Enzyme	tyrosine arylamidase	pos	measured	282	276	910	1
BacDive_Prod_H2S	production	Prod	H2S	pos	measured	281	276	451	1
BacDive_Enzyme_lecithinase	enzyme	Enzyme	lecithinase	pos	measured	281	271	1154	1
BacDive_Uses_tween_40	util	Uses	tween 40	pos	measured	272	271	274	1
BacDive_Uses_sorbitol_acid	util	Uses	sorbitol	pos	measured	277	269	1841	1
BacDive_Enzyme_alpha-fucosidase	api_zym|enzyme	Enzyme	alpha-fucosidase	pos	measured	273	268	844	1
BacDive_Uses_nitrite_reduction	util	Uses	nitrite	pos	measured	279	268	1157	1
BacDive_Enzyme_histidine_arylamidase	enzyme	Enzyme	histidine arylamidase	pos	measured	264	258	831	2
BacDive_Enzyme_proline-arylamidase	enzyme	Enzyme	proline-arylamidase	pos	measured	261	258	949	1
BacDive_Uses_melibiose_negative	util	Uses	melibiose	neg	measured	256	256	256	1
BacDive_Observation_aggregation_in_clumps	observation	Observation	aggregation in clumps	pos	measured	255	255	259	1
BacDive_Enzyme_phenylalanine_arylamidase	enzyme	Enzyme	phenylalanine arylamidase	pos	measured	260	254	870	2
BacDive_Uses_lactose_fermentation	util	Uses	lactose	pos	measured	263	252	1567	2
BacDive_Enzyme_tryptophan_deaminase	enzyme	Enzyme	tryptophan deaminase	pos	measured	261	251	644	1
BacDive_Temp_growth_ge_55C	culture_temp	Temp	growth_ge_55C	pos	measured	257	250	1542	1
BacDive_Uses_lysine	util	Uses	lysine	pos	measured	255	249	1610	1
BacDive_Uses_sodium_thiosulfate_gas_negative	util	Uses	sodium thiosulfate	neg	measured	259	249	828	1
BacDive_Uses_L-glutamate	util	Uses	L-glutamate	pos	measured	248	248	370	1
BacDive_Enzyme_Alanyl-Phenylalanyl-Proline_arylamidase	enzyme	Enzyme	Alanyl-Phenylalanyl-Proline arylamidase	pos	measured	252	237	2318	2
BacDive_Uses_methyl_pyruvate	util	Uses	methyl pyruvate	pos	measured	235	235	236	1
BacDive_Enzyme_glycin_arylamidase	enzyme	Enzyme	glycin arylamidase	pos	measured	239	233	785	2
BacDive_Enzyme_cellulase_negative	enzyme|hydrolysis	Enzyme	cellulase	neg	measured	232	232	233	1
BacDive_Uses_melezitose_acid	util	Uses	melezitose	pos	measured	235	225	794	1
BacDive_Uses_propionate_negative	util	Uses	propionate	neg	measured	226	223	451	1
BacDive_Enzyme_alcohol_dehydrogenase	enzyme	Enzyme	alcohol dehydrogenase	pos	measured	234	222	633	1
BacDive_Uses_amygdalin_fermentation_negative	util	Uses	amygdalin	neg	measured	226	221	1170	1
BacDive_Enzyme_Alanyl-Phenylalanyl-Proline_arylamidase_negative	enzyme	Enzyme	Alanyl-Phenylalanyl-Proline arylamidase	neg	measured	223	218	1122	1
BacDive_Uses_ribose_fermentation	util	Uses	ribose	pos	measured	222	216	1175	2
BacDive_Uses_sodium_citrate_negative	util	Uses	sodium citrate	neg	measured	215	215	215	1
BacDive_Enzyme_serine_arylamidase	enzyme	Enzyme	serine arylamidase	pos	measured	220	214	774	2
BacDive_Uses_ribose_negative	util	Uses	ribose	neg	measured	213	212	214	1
BacDive_NaCl_growth_ge_15pct_NaCl	halophily	NaCl	growth_ge_15pct_NaCl	pos	measured	210	209	218	1
BacDive_Uses_cellulose	util	Uses	cellulose	pos	measured	209	207	226	1
BacDive_Uses_L-arabinose_fermentation_negative	util	Uses	L-arabinose	neg	measured	208	204	650	1
BacDive_Uses_malonate	util	Uses	malonate	pos	measured	210	204	603	1
BacDive_Uses_D-xylose	util	Uses	D-xylose	pos	measured	198	198	201	1
BacDive_Uses_3-hydroxybutyrate	util	Uses	3-hydroxybutyrate	pos	measured	195	195	196	1
BacDive_Uses_trehalose_negative	util	Uses	trehalose	neg	measured	195	195	195	1
BacDive_Uses_L-arabinose_fermentation	util	Uses	L-arabinose	pos	measured	201	193	1104	1
BacDive_Uses_D-xylose_negative	util	Uses	D-xylose	neg	measured	193	192	321	1
BacDive_Uses_amygdalin_fermentation	util	Uses	amygdalin	pos	measured	195	189	585	1
BacDive_Uses_galactose_negative	util	Uses	galactose	neg	measured	188	187	188	1
BacDive_Uses_L-serine_negative	util	Uses	L-serine	neg	measured	187	187	187	1
BacDive_Uses_raffinose_fermentation	util	Uses	raffinose	pos	measured	191	186	529	1
BacDive_Uses_inositol_acid	util	Uses	inositol	pos	measured	187	184	808	1
BacDive_PathogenHuman_yes	pathogen_human	PathogenHuman	yes	pos	measured	197	183	1551	2
BacDive_Uses_L-histidine_negative	util	Uses	L-histidine	neg	measured	182	182	182	1
BacDive_Uses_L-fucose_negative	util	Uses	L-fucose	neg	measured	181	181	181	1
BacDive_Enzyme_L-aspartate_arylamidase_negative	enzyme	Enzyme	L-aspartate arylamidase	neg	measured	189	180	1299	2
BacDive_Uses_Potassium_5-ketogluconate_acid	util	Uses	Potassium 5-ketogluconate	pos	measured	183	177	860	2
BacDive_Uses_palatinose_acid_negative	util	Uses	palatinose	neg	measured	180	174	1126	2
BacDive_Uses_glycerol_negative	util	Uses	glycerol	neg	measured	168	168	168	1
BacDive_Uses_ribitol	util	Uses	ribitol	pos	measured	165	165	165	1
BacDive_Uses_gelatin	util	Uses	gelatin	pos	measured	163	163	169	1
BacDive_Uses_L-alanine	util	Uses	L-alanine	pos	measured	159	159	160	1
BacDive_Uses_potassium_gluconate_negative	util	Uses	potassium gluconate	neg	measured	159	159	159	1
BacDive_Uses_D-arabitol_acid	util	Uses	D-arabitol	pos	measured	162	158	636	1
BacDive_Enzyme_alpha-maltosidase_negative	enzyme	Enzyme	alpha-maltosidase	neg	measured	162	156	1021	3
BacDive_Uses_acetate_negative	util	Uses	acetate	neg	measured	155	152	375	1
BacDive_Uses_D-tagatose_acid	util	Uses	D-tagatose	pos	measured	156	152	879	1
BacDive_Uses_ribitol_negative	util	Uses	ribitol	neg	measured	152	152	152	1
BacDive_Uses_formate	util	Uses	formate	pos	measured	151	151	151	1
BacDive_Enzyme_beta-lactamase_negative	enzyme	Enzyme	beta-lactamase	neg	measured	151	150	855	2
BacDive_Uses_methyl_beta-D-glucopyranoside_acid	util	Uses	methyl beta-D-glucopyranoside	pos	measured	155	150	1169	2
BacDive_Uses_L-serine	util	Uses	L-serine	pos	measured	148	148	148	1
BacDive_Uses_L-aspartate	util	Uses	L-aspartate	pos	measured	147	147	147	1
BacDive_Uses_rhamnose_fermentation	util	Uses	rhamnose	pos	measured	153	147	1195	1
BacDive_Uses_D-galacturonic_acid_acid_negative	util	Uses	D-galacturonic acid	neg	measured	152	146	737	2
BacDive_Uses_melibiose_fermentation	util	Uses	melibiose	pos	measured	148	144	412	1
BacDive_Uses_phenylacetate	util	Uses	phenylacetate	pos	measured	143	143	145	1
BacDive_Uses_L-fucose_acid	util	Uses	L-fucose	pos	measured	144	142	577	1
BacDive_Uses_L-histidine	util	Uses	L-histidine	pos	measured	142	142	144	1
BacDive_Enzyme_tyrosine_hydrolysis_negative	hydrolysis	Enzyme	tyrosine hydrolysis	neg	measured	142	141	142	1
BacDive_Uses_D-arabinose_negative	util	Uses	D-arabinose	neg	measured	139	139	263	1
BacDive_Uses_L-alanine_negative	util	Uses	L-alanine	neg	measured	137	137	137	1
BacDive_Uses_arabinose_fermentation_negative	util	Uses	arabinose	neg	measured	146	136	781	1
BacDive_Uses_xylitol_negative	util	Uses	xylitol	neg	measured	137	136	137	1
BacDive_Uses_glycogen_negative	util	Uses	glycogen	neg	measured	135	135	135	1
BacDive_Uses_cellobiose_fermentation_negative	util	Uses	cellobiose	neg	measured	143	133	782	1
BacDive_Uses_L-arabitol	util	Uses	L-arabitol	pos	measured	133	133	133	1
BacDive_Uses_2-dehydro-D-gluconate_acid_negative	util	Uses	2-dehydro-D-gluconate	neg	measured	131	131	131	1
BacDive_Uses_D-arabinose_acid	util	Uses	D-arabinose	pos	measured	130	130	193	1
BacDive_Murein_A4alpha_L-Lys-D-Asp	murein	Murein	A4alpha L-Lys-D-Asp	pos	measured	128	128	218	1
BacDive_Uses_5-dehydro-D-gluconate_acid_negative	util	Uses	5-dehydro-D-gluconate	neg	measured	128	128	128	1
BacDive_Uses_D-arabitol_negative	util	Uses	D-arabitol	neg	measured	128	128	128	1
BacDive_Uses_itaconate_negative	util	Uses	itaconate	neg	measured	128	128	128	1
BacDive_Uses_inosine	util	Uses	inosine	pos	measured	127	127	127	1
BacDive_Enzyme_alpha-arabinosidase	enzyme	Enzyme	alpha-arabinosidase	pos	measured	127	125	256	1
BacDive_Enzyme_glycyl_tryptophan_arylamidase	enzyme	Enzyme	glycyl tryptophan arylamidase	pos	measured	125	123	1006	2
BacDive_Uses_fucose	util	Uses	fucose	pos	measured	123	123	123	1
BacDive_Uses_L-proline	util	Uses	L-proline	pos	measured	123	123	125	1
BacDive_Uses_arginine	util	Uses	arginine	pos	measured	122	122	124	1
BacDive_Uses_turanose_fermentation_negative	util	Uses	turanose	neg	measured	129	122	492	1
BacDive_Uses_turanose_negative	util	Uses	turanose	neg	measured	122	122	122	1
BacDive_Enzyme_chitinase_negative	enzyme|hydrolysis	Enzyme	chitinase	neg	measured	120	120	120	1
BacDive_Uses_L-fucose	util	Uses	L-fucose	pos	measured	120	120	121	1
BacDive_Uses_potassium_gluconate_acid_negative	util	Uses	potassium gluconate	neg	measured	120	120	120	1
BacDive_Uses_lactate_negative	util	Uses	lactate	neg	measured	118	118	119	1
BacDive_Enzyme_phenylalanine_ammonia-lyase	enzyme	Enzyme	phenylalanine ammonia-lyase	pos	measured	119	116	166	1
BacDive_Uses_L-malate	util	Uses	L-malate	pos	measured	116	116	116	1
BacDive_Uses_gentiobiose_negative	util	Uses	gentiobiose	neg	measured	115	115	115	1
BacDive_Uses_fructose_fermentation	util	Uses	fructose	pos	measured	126	114	730	2
BacDive_Uses_potassium_gluconate	util	Uses	potassium gluconate	pos	measured	115	114	116	1
BacDive_Enzyme_glutamyl-glutamate_arylamidase	enzyme	Enzyme	glutamyl-glutamate arylamidase	pos	measured	114	113	241	1
BacDive_Murein_A1gamma_m-Dpm-direct	murein	Murein	A1gamma m-Dpm-direct	pos	measured	114	113	190	1
BacDive_Uses_2-oxoglutarate	util	Uses	2-oxoglutarate	pos	measured	113	113	113	1
BacDive_Uses_esculin_ferric_citrate_acid	util	Uses	esculin ferric citrate	pos	measured	113	113	113	1
BacDive_Uses_L-arginine_negative	util	Uses	L-arginine	neg	measured	113	113	113	1
BacDive_Uses_starch	util	Uses	starch	pos	measured	113	113	117	1
BacDive_Uses_potassium_2-dehydro-D-gluconate_acid_negative	util	Uses	potassium 2-dehydro-D-gluconate	neg	measured	112	112	112	1
BacDive_Uses_tween_20	util	Uses	tween 20	pos	measured	112	112	112	1
BacDive_Temp_growth_ge_65C	culture_temp	Temp	growth_ge_65C	pos	measured	112	111	769	1
BacDive_Uses_turanose	util	Uses	turanose	pos	measured	110	110	110	1
BacDive_Uses_L-proline_negative	util	Uses	L-proline	neg	measured	108	108	108	1
BacDive_Uses_sodium_citrate	util	Uses	sodium citrate	pos	measured	110	108	118	1
BacDive_Uses_xylitol	util	Uses	xylitol	pos	measured	107	107	107	1
BacDive_Uses_3-hydroxybutyrate_negative	util	Uses	3-hydroxybutyrate	neg	measured	106	106	106	1
BacDive_Uses_erythritol_negative	util	Uses	erythritol	neg	measured	106	106	106	1
BacDive_Uses_inulin_acid	util	Uses	inulin	pos	measured	107	105	350	1
BacDive_Uses_methyl_beta-D-xylopyranoside_acid	util	Uses	methyl beta-D-xylopyranoside	pos	measured	105	105	160	1
BacDive_Uses_sorbitol_fermentation	util	Uses	sorbitol	pos	measured	110	105	1152	1
BacDive_Uses_gentiobiose	util	Uses	gentiobiose	pos	measured	104	104	105	1
BacDive_Uses_gamma-aminobutyric_acid_negative	util	Uses	gamma-aminobutyric acid	neg	measured	101	101	101	1
BacDive_Uses_nitrate_gas_negative	util	Uses	nitrate	neg	measured	103	101	170	1
BacDive_Uses_melezitose_negative	util	Uses	melezitose	neg	measured	100	100	100	1
BacDive_Uses_succinate_negative	util	Uses	succinate	neg	measured	100	100	179	1
BacDive_Uses_4-hydroxybenzoate_negative	util	Uses	4-hydroxybenzoate	neg	measured	99	99	99	1
BacDive_Uses_glucuronamide	util	Uses	glucuronamide	pos	measured	99	99	99	1
BacDive_Uses_L-aspartate_negative	util	Uses	L-aspartate	neg	measured	99	99	99	1
BacDive_Uses_inositol_fermentation	util	Uses	inositol	pos	measured	101	98	316	1
BacDive_NaCl_extreme_halophile	halophily	NaCl	extreme halophile	pos	measured	98	97	102	1
BacDive_NaCl_growth_ge_20pct_NaCl	halophily	NaCl	growth_ge_20pct_NaCl	pos	measured	98	97	102	1
BacDive_Enzyme_L-aspartate_arylamidase	enzyme	Enzyme	L-aspartate arylamidase	pos	measured	96	95	414	2
BacDive_Prod_dinitrogen_negative	production	Prod	dinitrogen	neg	measured	96	95	630	1
BacDive_Uses_3-hydroxybenzoate_negative	util	Uses	3-hydroxybenzoate	neg	measured	95	95	95	1
BacDive_Uses_D-xylose_fermentation	util	Uses	D-xylose	pos	measured	95	94	348	1
BacDive_Uses_methyl_alpha-D-mannoside_acid	util	Uses	methyl alpha-D-mannoside	pos	measured	95	94	177	1
BacDive_Uses_N-acetylgalactosamine_negative	util	Uses	N-acetylgalactosamine	neg	measured	94	94	94	1
BacDive_Uses_amygdalin_negative	util	Uses	amygdalin	neg	measured	92	92	92	1
BacDive_Uses_D-serine_negative	util	Uses	D-serine	neg	measured	92	92	92	1
BacDive_Uses_ethanol	util	Uses	ethanol	pos	measured	92	92	92	1
BacDive_Uses_N-acetyl-D-glucosamine_fermentation_negative	util	Uses	N-acetyl-D-glucosamine	neg	measured	95	92	328	1
BacDive_Uses_potassium_5-dehydro-D-gluconate_acid_negative	util	Uses	potassium 5-dehydro-D-gluconate	neg	measured	92	92	92	1
BacDive_Uses_gelatin_negative	util	Uses	gelatin	neg	measured	91	91	91	1
BacDive_Uses_valerate	util	Uses	valerate	pos	measured	91	91	91	1
BacDive_Uses_formate_negative	util	Uses	formate	neg	measured	90	90	90	1
BacDive_Uses_trehalose_fermentation_negative	util	Uses	trehalose	neg	measured	91	90	246	1
BacDive_Enzyme_xanthine_hydrolysis_negative	hydrolysis	Enzyme	xanthine hydrolysis	neg	measured	89	89	89	1
BacDive_Uses_4-hydroxyphenylacetic_acid_negative	util	Uses	4-hydroxyphenylacetic acid	neg	measured	89	89	89	1
BacDive_Uses_ribitol_acid	util	Uses	ribitol	pos	measured	90	89	373	1
BacDive_Uses_starch_negative	util	Uses	starch	neg	measured	88	88	88	1
BacDive_Enzyme_chymotrypsin_negative	enzyme	Enzyme	chymotrypsin	neg	measured	87	87	87	1
BacDive_Uses_acetoacetate	util	Uses	acetoacetate	pos	measured	87	87	87	1
BacDive_Uses_galactitol_negative	util	Uses	galactitol	neg	measured	86	86	86	1
BacDive_Uses_glucuronate	util	Uses	glucuronate	pos	measured	86	86	90	1
BacDive_Uses_inosine_negative	util	Uses	inosine	neg	measured	86	86	86	1
BacDive_Uses_methyl_D-glucoside	util	Uses	methyl D-glucoside	pos	measured	86	86	87	1
BacDive_Uses_nitrite_gas_negative	util	Uses	nitrite	neg	measured	87	86	153	1
BacDive_Uses_Potassium_2-ketogluconate_acid	util	Uses	Potassium 2-ketogluconate	pos	measured	87	86	237	1
BacDive_Uses_D-fructose_6-phosphate	util	Uses	D-fructose 6-phosphate	pos	measured	85	85	85	1
BacDive_Uses_D-galacturonic_acid	util	Uses	D-galacturonic acid	pos	measured	86	85	86	1
BacDive_Uses_gamma-aminobutyric_acid	util	Uses	gamma-aminobutyric acid	pos	measured	85	85	85	1
BacDive_Uses_D-arabitol	util	Uses	D-arabitol	pos	measured	84	84	85	1
BacDive_Uses_uridine	util	Uses	uridine	pos	measured	84	84	84	1
BacDive_Uses_inulin_negative	util	Uses	inulin	neg	measured	82	82	82	1
BacDive_Uses_pectin	util	Uses	pectin	pos	measured	81	81	82	1
BacDive_Uses_trehalose_fermentation	util	Uses	trehalose	pos	measured	89	81	597	2
BacDive_Enzyme_cellulase	enzyme|hydrolysis	Enzyme	cellulase	pos	measured	80	80	84	1
BacDive_Uses_2-oxoglutarate_negative	util	Uses	2-oxoglutarate	neg	measured	80	80	80	1
BacDive_Uses_bromosuccinate	util	Uses	bromosuccinate	pos	measured	80	80	80	1
BacDive_Uses_2-hydroxybutyrate	util	Uses	2-hydroxybutyrate	pos	measured	79	79	82	1
BacDive_Uses_5-dehydro-D-gluconate	util	Uses	5-dehydro-D-gluconate	pos	measured	79	79	80	1
BacDive_Uses_D-lyxose_acid	util	Uses	D-lyxose	pos	measured	79	79	128	1
BacDive_Uses_D-fucose_negative	util	Uses	D-fucose	neg	measured	78	78	78	1
BacDive_Uses_L-arginine	util	Uses	L-arginine	pos	measured	78	78	79	1
BacDive_Uses_L-sorbose_negative	util	Uses	L-sorbose	neg	measured	78	78	78	1
BacDive_Uses_xylitol_acid	util	Uses	xylitol	pos	measured	78	77	161	1
BacDive_Uses_L-alaninamide	util	Uses	L-alaninamide	pos	measured	76	76	76	1
BacDive_Uses_putrescine	util	Uses	putrescine	pos	measured	76	76	76	1
BacDive_Uses_quinate	util	Uses	quinate	pos	measured	76	76	76	1
BacDive_Temp_psychrophile	culture_temp	Temp	psychrophile	pos	measured	75	75	96	1
BacDive_Prod_nitrite_negative	production	Prod	nitrite	neg	measured	75	74	687	1
BacDive_Uses_esculin	util	Uses	esculin	pos	measured	74	74	74	1
BacDive_Uses_D-glucose_6-phosphate	util	Uses	D-glucose 6-phosphate	pos	measured	73	73	73	1
BacDive_Uses_suberic_acid_negative	util	Uses	suberic acid	neg	measured	73	73	73	1
BacDive_Enzyme_beta-Galactosidase_6-phosphate	enzyme	Enzyme	beta-Galactosidase 6-phosphate	pos	measured	74	72	182	1
BacDive_Uses_5-dehydro-D-gluconate_negative	util	Uses	5-dehydro-D-gluconate	neg	measured	72	72	72	1
BacDive_Enzyme_hypoxanthine_hydrolysis_negative	hydrolysis	Enzyme	hypoxanthine hydrolysis	neg	measured	71	71	71	1
BacDive_Uses_D-galacturonic_acid_negative	util	Uses	D-galacturonic acid	neg	measured	71	71	71	1
BacDive_Uses_phenylalanine	util	Uses	phenylalanine	pos	measured	71	71	71	1
BacDive_Uses_2-oxopentanoate	util	Uses	2-oxopentanoate	pos	measured	70	70	70	1
BacDive_Uses_D-fucose	util	Uses	D-fucose	pos	measured	70	70	70	1
BacDive_Uses_pullulan_acid	util	Uses	pullulan	pos	measured	75	70	956	1
BacDive_Uses_tween_40_negative	util	Uses	tween 40	neg	measured	70	70	70	1
BacDive_Uses_valerate_negative	util	Uses	valerate	neg	measured	70	70	70	1
BacDive_Nutrition_chemoorganotroph	nutrition_type	Nutrition	chemoorganotroph	pos	measured	68	68	68	1
BacDive_Uses_2-oxobutanoate	util	Uses	2-oxobutanoate	pos	measured	68	68	68	1
BacDive_Uses_4-hydroxybenzoate	util	Uses	4-hydroxybenzoate	pos	measured	68	68	68	1
BacDive_Uses_3-O-methyl-D-glucose_negative	util	Uses	3-O-methyl-D-glucose	neg	measured	67	67	67	1
BacDive_Uses_bromosuccinate_negative	util	Uses	bromosuccinate	neg	measured	67	67	67	1
BacDive_Uses_D-fucose_acid	util	Uses	D-fucose	pos	measured	67	67	72	1
BacDive_Uses_glycogen_fermentation	util	Uses	glycogen	pos	measured	68	67	296	1
BacDive_Uses_pyruvate_negative	util	Uses	pyruvate	neg	measured	67	67	68	1
BacDive_Enzyme_beta-mannosidase	enzyme	Enzyme	beta-mannosidase	pos	measured	66	66	425	1
BacDive_Uses_D-arabinose	util	Uses	D-arabinose	pos	measured	66	66	66	1
BacDive_Uses_D-glucose_6-phosphate_negative	util	Uses	D-glucose 6-phosphate	neg	measured	66	66	66	1
BacDive_Uses_L-leucine_negative	util	Uses	L-leucine	neg	measured	66	66	66	1
BacDive_Uses_L-asparagine	util	Uses	L-asparagine	pos	measured	65	65	66	1
BacDive_Uses_L-phenylalanine_negative	util	Uses	L-phenylalanine	neg	measured	65	65	65	1
BacDive_Enzyme_beta-D-fucosidase_negative	enzyme	Enzyme	beta-D-fucosidase	neg	measured	64	64	64	1
BacDive_Enzyme_glutamate_decarboxylase	enzyme	Enzyme	glutamate decarboxylase	pos	measured	64	64	184	1
BacDive_Uses_fumarate	util	Uses	fumarate	pos	measured	64	64	68	1
BacDive_Uses_glycine	util	Uses	glycine	pos	measured	64	64	64	1
BacDive_Uses_putrescine_negative	util	Uses	putrescine	neg	measured	64	64	64	1
BacDive_Uses_tween_60	util	Uses	tween 60	pos	measured	65	64	66	1
BacDive_Uses_(S)-lactate	util	Uses	(S)-lactate	pos	measured	63	63	63	1
BacDive_Uses_2-dehydro-D-gluconate_negative	util	Uses	2-dehydro-D-gluconate	neg	measured	63	63	63	1
BacDive_Uses_D-tagatose_negative	util	Uses	D-tagatose	neg	measured	63	63	63	1
BacDive_Uses_glucuronamide_negative	util	Uses	glucuronamide	neg	measured	63	63	63	1
BacDive_Uses_thymidine	util	Uses	thymidine	pos	measured	63	63	63	1
BacDive_Uses_L-malate_negative	util	Uses	L-malate	neg	measured	62	62	62	1
BacDive_Uses_arbutin_negative	util	Uses	arbutin	neg	measured	61	61	61	1
BacDive_Uses_D-aspartate_negative	util	Uses	D-aspartate	neg	measured	61	61	61	1
BacDive_Uses_L-pyroglutamic_acid_negative	util	Uses	L-pyroglutamic acid	neg	measured	61	61	61	1
BacDive_Uses_stachyose_negative	util	Uses	stachyose	neg	measured	61	61	61	1
BacDive_Enzyme_tyrosine_hydrolysis	hydrolysis	Enzyme	tyrosine hydrolysis	pos	measured	60	60	60	1
BacDive_Uses_2-hydroxybutyrate_negative	util	Uses	2-hydroxybutyrate	neg	measured	60	60	60	1
BacDive_Uses_L-sorbose_acid	util	Uses	L-sorbose	pos	measured	62	60	232	1
BacDive_Uses_methyl_alpha-D-mannoside_negative	util	Uses	methyl alpha-D-mannoside	neg	measured	60	60	60	1
BacDive_Uses_2-oxobutanoate_negative	util	Uses	2-oxobutanoate	neg	measured	59	59	59	1
BacDive_Uses_L-ornithine_negative	util	Uses	L-ornithine	neg	measured	59	59	59	1
BacDive_Uses_glucuronate_negative	util	Uses	glucuronate	neg	measured	58	58	58	1
BacDive_Uses_pectin_negative	util	Uses	pectin	neg	measured	58	58	58	1
BacDive_Uses_2-dehydro-D-gluconate	util	Uses	2-dehydro-D-gluconate	pos	measured	57	57	59	1
BacDive_Uses_arbutin	util	Uses	arbutin	pos	measured	57	57	59	1
BacDive_Uses_D-malate	util	Uses	D-malate	pos	measured	57	57	57	1
BacDive_Uses_galactarate_negative	util	Uses	galactarate	neg	measured	57	57	57	1
BacDive_Uses_L-arabitol_negative	util	Uses	L-arabitol	neg	measured	57	57	57	1
BacDive_Uses_N-acetyl-D-glucosamine_fermentation	util	Uses	N-acetyl-D-glucosamine	pos	measured	63	57	478	2
BacDive_Uses_alpha-cyclodextrin	util	Uses	alpha-cyclodextrin	pos	measured	56	56	56	1
BacDive_Uses_D-galacturonic_acid_acid	util	Uses	D-galacturonic acid	pos	measured	57	56	626	5
BacDive_Uses_L-asparagine_Nsource	util	Uses	L-asparagine	pos	measured	56	56	57	1
BacDive_Uses_N-acetylgalactosamine	util	Uses	N-acetylgalactosamine	pos	measured	56	56	56	1
BacDive_Uses_glucose_gas_negative	util	Uses	glucose	neg	measured	55	55	55	1
BacDive_Uses_methyl_beta-D-glucopyranoside_negative	util	Uses	methyl beta-D-glucopyranoside	neg	measured	55	55	55	1
BacDive_Uses_D-malate_negative	util	Uses	D-malate	neg	measured	54	54	54	1
BacDive_Uses_L-arginine_Nsource	util	Uses	L-arginine	pos	measured	54	54	54	1
BacDive_Uses_sodium_thiosulfate_gas	util	Uses	sodium thiosulfate	pos	measured	55	54	240	1
BacDive_Uses_dextrin_negative	util	Uses	dextrin	neg	measured	53	53	53	1
BacDive_Uses_L-serine_Nsource	util	Uses	L-serine	pos	measured	53	53	53	1
BacDive_Enzyme_pyroglutamic_acid_arylamidase_negative	enzyme	Enzyme	pyroglutamic acid arylamidase	neg	measured	52	52	52	1
BacDive_Uses_glycine-proline	util	Uses	glycine-proline	pos	measured	52	52	53	1
BacDive_Uses_L-leucine	util	Uses	L-leucine	pos	measured	52	52	52	1
BacDive_Uses_methyl_pyruvate_negative	util	Uses	methyl pyruvate	neg	measured	52	52	52	1
BacDive_Uses_fructose_fermentation_negative	util	Uses	fructose	neg	measured	51	51	120	1
BacDive_Uses_xylose_acid_negative	util	Uses	xylose	neg	measured	52	51	52	1
BacDive_Enzyme_alpha-maltosidase	enzyme	Enzyme	alpha-maltosidase	pos	measured	50	50	343	3
BacDive_Uses_quinate_negative	util	Uses	quinate	neg	measured	50	50	50	1
BacDive_Enzyme_6-phospho-beta-galactosidase_negative	enzyme	Enzyme	6-phospho-beta-galactosidase	neg	measured	49	49	49	1
BacDive_Uses_3-hydroxybenzoate	util	Uses	3-hydroxybenzoate	pos	measured	49	49	53	1
BacDive_Uses_alpha-cyclodextrin_acid	util	Uses	alpha-cyclodextrin	pos	measured	49	49	380	2
BacDive_Uses_arabinose_acid_negative	util	Uses	arabinose	neg	measured	49	49	49	1
BacDive_Uses_glycine-proline_negative	util	Uses	glycine-proline	neg	measured	49	49	49	1
BacDive_Uses_methyl_alpha-D-glucopyranoside_negative	util	Uses	methyl alpha-D-glucopyranoside	neg	measured	49	49	49	1
BacDive_Uses_sodium_acetate_negative	util	Uses	sodium acetate	neg	measured	49	49	49	1
BacDive_Uses_benzoate_negative	util	Uses	benzoate	neg	measured	48	48	48	1
BacDive_Uses_D-glucarate_negative	util	Uses	D-glucarate	neg	measured	48	48	48	1
BacDive_Uses_L-alanine_Nsource	util	Uses	L-alanine	pos	measured	48	48	48	1
BacDive_Uses_L-threonine	util	Uses	L-threonine	pos	measured	48	48	48	1
BacDive_Uses_L-xylose_negative	util	Uses	L-xylose	neg	measured	48	48	48	1
BacDive_Uses_sodium_malonate_negative	util	Uses	sodium malonate	neg	measured	48	48	48	1
BacDive_Uses_urea_negative	util	Uses	urea	neg	measured	48	48	48	1
BacDive_Uses_hexanoate_negative	util	Uses	hexanoate	neg	measured	47	47	47	1
BacDive_Uses_itaconate	util	Uses	itaconate	pos	measured	47	47	47	1
BacDive_Uses_L-tryptophan_negative	util	Uses	L-tryptophan	neg	measured	47	47	47	1
BacDive_Uses_methyl_(R)-lactate_negative	util	Uses	methyl (R)-lactate	neg	measured	47	47	47	1
