set_name	family	section_source	analyte	polarity	evidence	n_species	n_taxa	n_strains_total	median_n_tested
BacDive_Uses_mannan_negative	util	Uses	mannan	neg	measured	7	7	7	1
BacDive_Uses_methyl_alpha-D-mannoside_fermentation_negative	util	Uses	methyl alpha-D-mannoside	neg	measured	7	7	7	1
BacDive_Uses_methyl_alpha-D-xylopyranoside_acid_negative	util	Uses	methyl alpha-D-xylopyranoside	neg	measured	7	7	7	1
BacDive_Uses_minocycline	util	Uses	minocycline	pos	measured	7	7	7	1
BacDive_Uses_monomethyl_succinate_respiration_negative	util	Uses	monomethyl succinate	neg	measured	7	7	7	1
BacDive_Uses_N-acetyl-L-glutamate	util	Uses	N-acetyl-L-glutamate	pos	measured	7	7	7	1
BacDive_Uses_norleucine_negative	util	Uses	norleucine	neg	measured	7	7	7	1
BacDive_Uses_pectin_respiration	util	Uses	pectin	pos	measured	7	7	7	1
BacDive_Uses_pullulan_fermentation	util	Uses	pullulan	pos	measured	7	7	7	1
BacDive_Uses_salicin_respiration	util	Uses	salicin	pos	measured	7	7	7	1
BacDive_Uses_salicin_respiration_negative	util	Uses	salicin	neg	measured	7	7	7	1
BacDive_Uses_sodium_bromate_respiration_negative	util	Uses	sodium bromate	neg	measured	7	7	7	1
BacDive_Uses_sodium_chloride	util	Uses	sodium chloride	pos	measured	7	7	7	1
BacDive_Uses_sodium_propionate	util	Uses	sodium propionate	pos	measured	7	7	7	1
BacDive_Uses_suberate	util	Uses	suberate	pos	measured	7	7	8	1
BacDive_Uses_succinate_respiration_negative	util	Uses	succinate	neg	measured	7	7	7	1
BacDive_Uses_sulfate_reduction_negative	util	Uses	sulfate	neg	measured	7	7	7	1
BacDive_Uses_tartrate	util	Uses	tartrate	pos	measured	7	7	7	1
BacDive_Uses_urocanic_acid_respiration_negative	util	Uses	urocanic acid	neg	measured	7	7	7	1
BacDive_Uses_valine_negative	util	Uses	valine	neg	measured	7	7	7	1
BacDive_Enzyme_4-nitrophenyl_alpha-D-glucopyranoside	hydrolysis	Enzyme	4-nitrophenyl alpha-D-glucopyranoside	pos	measured	6	6	6	1
BacDive_Enzyme_4-nitrophenyl_beta-D-xylopyranoside	hydrolysis	Enzyme	4-nitrophenyl beta-D-xylopyranoside	pos	measured	6	6	6	1
BacDive_Enzyme_4-nitrophenyl_beta-D-xylopyranoside_negative	hydrolysis	Enzyme	4-nitrophenyl beta-D-xylopyranoside	neg	measured	6	6	6	1
BacDive_Enzyme_adenine	hydrolysis	Enzyme	adenine	pos	measured	6	6	6	1
BacDive_Enzyme_arylsulfatase_negative	enzyme	Enzyme	arylsulfatase	neg	measured	6	6	6	1
BacDive_Enzyme_bis-4-nitrophenyl-phosphorylcholine	hydrolysis	Enzyme	bis-4-nitrophenyl-phosphorylcholine	pos	measured	6	6	6	1
BacDive_Enzyme_coagulase	enzyme	Enzyme	coagulase	pos	measured	6	6	85	1
BacDive_Enzyme_crab_shell_chitin_negative	hydrolysis	Enzyme	crab shell chitin	neg	measured	6	6	6	1
BacDive_Enzyme_crystalline_cellulose_negative	hydrolysis	Enzyme	crystalline cellulose	neg	measured	6	6	6	1
BacDive_Enzyme_L-proline-4-nitroanilide_negative	hydrolysis	Enzyme	L-proline-4-nitroanilide	neg	measured	6	6	6	1
BacDive_Enzyme_N-acetylglucosamine	hydrolysis	Enzyme	N-acetylglucosamine	pos	measured	6	6	6	1
BacDive_Enzyme_pectin	hydrolysis	Enzyme	pectin	pos	measured	6	6	7	1
BacDive_Enzyme_phosphohydrolase	enzyme	Enzyme	phosphohydrolase	pos	measured	6	6	6	1
BacDive_Murein_A3alpha_L-Lys-L-Ala4	murein	Murein	A3alpha L-Lys-L-Ala4	pos	measured	6	6	10	1.5
BacDive_Murein_A3alpha_L-Lys-L-Thr-L-Ala	murein	Murein	A3alpha L-Lys-L-Thr-L-Ala	pos	measured	6	6	7	1
BacDive_Murein_A3alpha_L-Lys-L-Thr-L-Ala3	murein	Murein	A3alpha L-Lys-L-Thr-L-Ala3	pos	measured	6	6	24	1
BacDive_Murein_A4alpha_L-Lys-L-Glu	murein	Murein	A4alpha L-Lys-L-Glu	pos	measured	6	6	7	1
BacDive_Murein_A4gamma_m-Dpm-D-Glu2_alpha-carboxyl_group_of_D-Glu_substituted_by_glycine	murein	Murein	A4gamma m-Dpm-D-Glu2, alpha-carboxyl group of D-Glu substituted by glycine	pos	measured	6	6	7	1
BacDive_Murein_B1alpha_{Gly}_[L-Lys]_D-Glu(Hyg)-Gly-L-Lys	murein	Murein	B1alpha {Gly} [L-Lys] D-Glu(Hyg)-Gly-L-Lys	pos	measured	6	6	7	1
BacDive_Prod_isovalerate	production	Prod	isovalerate	pos	measured	6	6	6	1
BacDive_Prod_succinate	production	Prod	succinate	pos	measured	6	6	6	1
BacDive_Produces_bacteriocin	compound_class	Produces	bacteriocin	pos	measured	8	6	10	1
BacDive_Uses_(R)-lactate	util	Uses	(R)-lactate	pos	measured	6	6	6	1
BacDive_Uses_2-deoxyadenosine_negative	util	Uses	2-deoxyadenosine	neg	measured	6	6	6	1
BacDive_Uses_2-oxopentanoate_respiration	util	Uses	2-oxopentanoate	pos	measured	6	6	7	1
BacDive_Uses_3-aminobutyrate_negative	util	Uses	3-aminobutyrate	neg	measured	6	6	6	1
BacDive_Uses_3-phenylpropionate_negative	util	Uses	3-phenylpropionate	neg	measured	6	6	6	1
BacDive_Uses_4-hydroxybutyrate_respiration	util	Uses	4-hydroxybutyrate	pos	measured	6	6	6	1
BacDive_Uses_4-hydroxyphenylacetic_acid_respiration	util	Uses	4-hydroxyphenylacetic acid	pos	measured	6	6	6	1
BacDive_Uses_4-nitrophenyl_beta-D-galactopyranoside_hydrolysate	util	Uses	4-nitrophenyl beta-D-galactopyranoside hydrolysate	pos	measured	6	6	6	1
BacDive_Uses_acetoin_negative	util	Uses	acetoin	neg	measured	6	6	6	1
BacDive_Uses_adenosine_negative	util	Uses	adenosine	neg	measured	6	6	6	1
BacDive_Uses_alginate	util	Uses	alginate	pos	measured	6	6	6	1
BacDive_Uses_alpha-D-glucose_6-phosphate	util	Uses	alpha-D-glucose 6-phosphate	pos	measured	6	6	6	1
BacDive_Uses_alpha-lactose_acid	util	Uses	alpha-lactose	pos	measured	6	6	6	1
BacDive_Uses_ammonium_chloride_Nsource	util	Uses	ammonium chloride	pos	measured	6	6	6	1
BacDive_Uses_arbutin_fermentation	util	Uses	arbutin	pos	measured	6	6	6	1
BacDive_Uses_arginine_Nsource	util	Uses	arginine	pos	measured	6	6	6	1
BacDive_Uses_beta-cyclodextrin	util	Uses	beta-cyclodextrin	pos	measured	6	6	6	1
BacDive_Uses_beta-gentiobiose	util	Uses	beta-gentiobiose	pos	measured	6	6	6	1
BacDive_Uses_casamino_acids	util	Uses	casamino acids	pos	measured	6	6	6	1
BacDive_Uses_chitosan	util	Uses	chitosan	pos	measured	6	6	6	1
BacDive_Uses_citrate_acid	util	Uses	citrate	pos	measured	6	6	6	1
BacDive_Uses_coumarate_negative	util	Uses	coumarate	neg	measured	6	6	6	1
BacDive_Uses_cysteine_Nsource_negative	util	Uses	cysteine	neg	measured	6	6	6	1
BacDive_Uses_disodium_fumarate_negative	util	Uses	disodium fumarate	neg	measured	6	6	6	1
BacDive_Uses_egg_yolk_negative	util	Uses	egg yolk	neg	measured	6	6	6	1
BacDive_Uses_esculin_fermentation	util	Uses	esculin	pos	measured	6	6	6	1
BacDive_Uses_ethanol_acid_negative	util	Uses	ethanol	neg	measured	6	6	6	1
BacDive_Uses_ethylamine_negative	util	Uses	ethylamine	neg	measured	6	6	6	1
BacDive_Uses_gelatin_acid	util	Uses	gelatin	pos	measured	6	6	6	1
BacDive_Uses_gentiobiose_fermentation_negative	util	Uses	gentiobiose	neg	measured	6	6	6	1
BacDive_Uses_glucose_1-phosphate_respiration	util	Uses	glucose 1-phosphate	pos	measured	6	6	6	1
BacDive_Uses_glutamine_Nsource	util	Uses	glutamine	pos	measured	6	6	6	1
BacDive_Uses_glutarate_negative	util	Uses	glutarate	neg	measured	6	6	6	1
BacDive_Uses_glycerol_1-phosphate_respiration	util	Uses	glycerol 1-phosphate	pos	measured	6	6	6	1
BacDive_Uses_glycerol_1-phosphate_respiration_negative	util	Uses	glycerol 1-phosphate	neg	measured	6	6	6	1
BacDive_Uses_glycerol_3-phosphate	util	Uses	glycerol 3-phosphate	pos	measured	6	6	6	1
BacDive_Uses_glycine-proline_respiration	util	Uses	glycine-proline	pos	measured	6	6	6	1
BacDive_Uses_glycyl-l-glutamate_respiration_negative	util	Uses	glycyl-l-glutamate	neg	measured	6	6	6	1
BacDive_Uses_guanidinium_chloride_respiration_negative	util	Uses	guanidinium chloride	neg	measured	6	6	6	1
BacDive_Uses_hippurate_negative	util	Uses	hippurate	neg	measured	6	6	6	1
BacDive_Uses_inuline_fermentation_negative	util	Uses	inuline	neg	measured	8	6	618	13.5
BacDive_Uses_isocitrate_negative	util	Uses	isocitrate	neg	measured	6	6	6	1
BacDive_Uses_L-alanylglycine_respiration_negative	util	Uses	L-alanylglycine	neg	measured	6	6	6	1
BacDive_Uses_L-arginine_respiration_negative	util	Uses	L-arginine	neg	measured	6	6	6	1
BacDive_Uses_L-pyroglutamic_acid_2-naphthylamide_negative	util	Uses	L-pyroglutamic acid 2-naphthylamide	neg	measured	6	6	6	1
BacDive_Uses_L-sorbose_fermentation_negative	util	Uses	L-sorbose	neg	measured	6	6	6	1
BacDive_Uses_leucine_negative	util	Uses	leucine	neg	measured	6	6	6	1
BacDive_Uses_lysine_Nsource	util	Uses	lysine	pos	measured	6	6	6	1
BacDive_Uses_maleic_acid_negative	util	Uses	maleic acid	neg	measured	6	6	6	1
BacDive_Uses_meso-tartrate	util	Uses	meso-tartrate	pos	measured	6	6	6	1
BacDive_Uses_methyl_D-glucoside_respiration	util	Uses	methyl D-glucoside	pos	measured	6	6	6	1
BacDive_Uses_methylamine	util	Uses	methylamine	pos	measured	6	6	6	1
BacDive_Uses_pectin_fermentation	util	Uses	pectin	pos	measured	6	6	6	1
BacDive_Uses_pimelate_negative	util	Uses	pimelate	neg	measured	6	6	6	1
BacDive_Uses_proline_negative	util	Uses	proline	neg	measured	6	6	6	1
BacDive_Uses_psicose_negative	util	Uses	psicose	neg	measured	6	6	6	1
BacDive_Uses_rifamycin_sv_respiration	util	Uses	rifamycin sv	pos	measured	6	6	6	1
BacDive_Uses_salicin_gas_negative	util	Uses	salicin	neg	measured	6	6	6	1
BacDive_Uses_sodium_lactate	util	Uses	sodium lactate	pos	measured	6	6	6	1
BacDive_Uses_sodium_lactate_negative	util	Uses	sodium lactate	neg	measured	6	6	6	1
BacDive_Uses_sodium_succinate	util	Uses	sodium succinate	pos	measured	6	6	6	1
BacDive_Uses_succinamate_respiration	util	Uses	succinamate	pos	measured	6	6	6	1
BacDive_Uses_threonine_negative	util	Uses	threonine	neg	measured	6	6	6	1
BacDive_Uses_thymidine_respiration	util	Uses	thymidine	pos	measured	6	6	6	1
BacDive_Uses_trigonelline	util	Uses	trigonelline	pos	measured	6	6	6	1
BacDive_Uses_tryptamine	util	Uses	tryptamine	pos	measured	6	6	6	1
BacDive_Uses_urea_Nsource	util	Uses	urea	pos	measured	6	6	6	1
BacDive_Uses_uridine_5'-monophosphate_negative	util	Uses	uridine 5'-monophosphate	neg	measured	6	6	6	1
BacDive_Uses_urocanic_acid_respiration	util	Uses	urocanic acid	pos	measured	6	6	6	1
BacDive_Uses_yeast_extract_negative	util	Uses	yeast extract	neg	measured	6	6	6	1
BacDive_Enzyme_2-nitrophenyl_beta-D-galactopyranoside_negative	enzyme	Enzyme	2-nitrophenyl beta-D-galactopyranoside	neg	measured	5	5	5	1
BacDive_Enzyme_4-nitrophenyl_alpha-D-glucopyranoside_negative	hydrolysis	Enzyme	4-nitrophenyl alpha-D-glucopyranoside	neg	measured	5	5	5	1
BacDive_Enzyme_4-nitrophenyl_beta-D-glucopyranoside_negative	hydrolysis	Enzyme	4-nitrophenyl beta-D-glucopyranoside	neg	measured	5	5	5	1
BacDive_Enzyme_beta-galactopyranosidase	enzyme	Enzyme	beta-galactopyranosidase	pos	measured	5	5	5	1
BacDive_Enzyme_beta-glucoronidase_negative	enzyme	Enzyme	beta-glucoronidase	neg	measured	5	5	5	1
BacDive_Enzyme_beta-xylosidase_negative	enzyme	Enzyme	beta-xylosidase	neg	measured	5	5	5	1
BacDive_Enzyme_lysine_negative	hydrolysis	Enzyme	lysine	neg	measured	5	5	5	1
BacDive_Enzyme_ornithine_negative	hydrolysis	Enzyme	ornithine	neg	measured	5	5	5	1
BacDive_Enzyme_p-nitrophenyl_phenyl_phosphonate_negative	hydrolysis	Enzyme	p-nitrophenyl phenyl phosphonate	neg	measured	5	5	5	1
BacDive_Murein_A3alpha_L-Lys-L-Thr-L-Ala2	murein	Murein	A3alpha L-Lys-L-Thr-L-Ala2	pos	measured	5	5	5	1
BacDive_Murein_A3gamma'_LL-Dpm-Gly	murein	Murein	A3gamma' LL-Dpm-Gly	pos	measured	5	5	5	1
BacDive_Murein_A4alpha_L-Lys-D-Glu	murein	Murein	A4alpha L-Lys-D-Glu	pos	measured	5	5	5	1
BacDive_Nutrition_chemolithoautotroph	nutrition_type	Nutrition	chemolithoautotroph	pos	measured	5	5	5	1
BacDive_Nutrition_methylotroph	nutrition_type	Nutrition	methylotroph	pos	measured	5	5	5	1
BacDive_Prod_2-dehydro-D-gluconate	production	Prod	2-dehydro-D-gluconate	pos	measured	5	5	5	1
BacDive_Prod_5-dehydro-D-gluconate_negative	production	Prod	5-dehydro-D-gluconate	neg	measured	5	5	5	1
BacDive_Prod_acetone	production	Prod	acetone	pos	measured	5	5	77	5
BacDive_Prod_actinomycin_X	production	Prod	actinomycin X	pos	measured	5	5	5	1
BacDive_Prod_dihydroxyacetone_negative	production	Prod	dihydroxyacetone	neg	measured	5	5	5	1
BacDive_Prod_oxytetracycline	production	Prod	oxytetracycline	pos	measured	5	5	6	1
BacDive_Prod_sulfide	production	Prod	sulfide	pos	measured	5	5	5	1
BacDive_Shape_spore-shaped	shape	Shape	spore-shaped	pos	measured	5	5	5	1
BacDive_Tolerance_bile_tolerance	tolerance	Tolerance	bile tolerance	pos	measured	5	5	5	1
BacDive_Uses_(-)-quinic_acid_respiration_negative	util	Uses	(-)-quinic acid	neg	measured	5	5	5	1
BacDive_Uses_(S)-mandelic_acid_negative	util	Uses	(S)-mandelic acid	neg	measured	5	5	5	1
BacDive_Uses_4-aminobutyrate	util	Uses	4-aminobutyrate	pos	measured	5	5	5	1
BacDive_Uses_5-aminovaleric_acid	util	Uses	5-aminovaleric acid	pos	measured	5	5	5	1
BacDive_Uses_5-aminovaleric_acid_negative	util	Uses	5-aminovaleric acid	neg	measured	5	5	5	1
BacDive_Uses_adenine_Nsource_negative	util	Uses	adenine	neg	measured	5	5	5	1
BacDive_Uses_amp_negative	util	Uses	amp	neg	measured	5	5	5	1
BacDive_Uses_arabinitol	util	Uses	arabinitol	pos	measured	5	5	5	1
BacDive_Uses_arbutin_fermentation_negative	util	Uses	arbutin	neg	measured	5	5	5	1
BacDive_Uses_aspartate_Nsource	util	Uses	aspartate	pos	measured	5	5	5	1
BacDive_Uses_beta-D-glucuronic_acid_negative	util	Uses	beta-D-glucuronic acid	neg	measured	5	5	5	1
BacDive_Uses_beta-gentiobiose_negative	util	Uses	beta-gentiobiose	neg	measured	5	5	5	1
BacDive_Uses_cellobiose_gas_negative	util	Uses	cellobiose	neg	measured	5	5	5	1
BacDive_Uses_crotonate_negative	util	Uses	crotonate	neg	measured	5	5	5	1
BacDive_Uses_cyclodextrin_negative	util	Uses	cyclodextrin	neg	measured	5	5	5	1
BacDive_Uses_cysteine	util	Uses	cysteine	pos	measured	5	5	5	1
BacDive_Uses_D-arabinose_fermentation	util	Uses	D-arabinose	pos	measured	5	5	5	1
BacDive_Uses_D-arabitol_fermentation	util	Uses	D-arabitol	pos	measured	5	5	5	1
BacDive_Uses_D-aspartate_respiration	util	Uses	D-aspartate	pos	measured	5	5	5	1
BacDive_Uses_D-fucose_fermentation_negative	util	Uses	D-fucose	neg	measured	5	5	5	1
BacDive_Uses_D-galactonate	util	Uses	D-galactonate	pos	measured	5	5	5	1
BacDive_Uses_D-galactonic_acid_lactone_respiration	util	Uses	D-galactonic acid lactone	pos	measured	5	5	5	1
BacDive_Uses_D-lactic_acid_methyl_ester	util	Uses	D-lactic acid methyl ester	pos	measured	5	5	5	1
BacDive_Uses_D-rhamnose_acid_negative	util	Uses	D-rhamnose	neg	measured	5	5	5	1
BacDive_Uses_D-saccharate_respiration	util	Uses	D-saccharate	pos	measured	5	5	5	1
BacDive_Uses_D-serine_respiration	util	Uses	D-serine	pos	measured	5	5	5	1
BacDive_Uses_D-tagatose_fermentation_negative	util	Uses	D-tagatose	neg	measured	5	5	5	1
BacDive_Uses_D-xylose_gas_negative	util	Uses	D-xylose	neg	measured	5	5	5	1
BacDive_Uses_dextran	util	Uses	dextran	pos	measured	5	5	5	1
BacDive_Uses_dihydrogen	util	Uses	dihydrogen	pos	measured	5	5	5	1
BacDive_Uses_formate_respiration	util	Uses	formate	pos	measured	5	5	5	1
BacDive_Uses_fucose_acid	util	Uses	fucose	pos	measured	5	5	5	1
BacDive_Uses_fumarate_fermentation	util	Uses	fumarate	pos	measured	5	5	5	1
BacDive_Uses_galactarate_respiration	util	Uses	galactarate	pos	measured	5	5	5	1
BacDive_Uses_gamma-cyclodextrin_negative	util	Uses	gamma-cyclodextrin	neg	measured	5	5	5	1
BacDive_Uses_gelatin_respiration	util	Uses	gelatin	pos	measured	5	5	5	1
BacDive_Uses_gentiobiose_fermentation	util	Uses	gentiobiose	pos	measured	5	5	5	1
BacDive_Uses_gluconate_fermentation_negative	util	Uses	gluconate	neg	measured	5	5	5	1
BacDive_Uses_glycerate_negative	util	Uses	glycerate	neg	measured	5	5	5	1
BacDive_Uses_glycerol_3-phosphate_acid_negative	util	Uses	glycerol 3-phosphate	neg	measured	5	5	5	1
BacDive_Uses_glycerol_gas_negative	util	Uses	glycerol	neg	measured	5	5	5	1
BacDive_Uses_guanine	util	Uses	guanine	pos	measured	5	5	5	1
BacDive_Uses_hexadecane_negative	util	Uses	hexadecane	neg	measured	5	5	5	1
BacDive_Uses_hydroxyproline_negative	util	Uses	hydroxyproline	neg	measured	5	5	5	1
BacDive_Uses_indole	util	Uses	indole	pos	measured	5	5	6	1
BacDive_Uses_isoleucine_Nsource	util	Uses	isoleucine	pos	measured	5	5	5	1
BacDive_Uses_L-arabinose_gas_negative	util	Uses	L-arabinose	neg	measured	5	5	5	1
BacDive_Uses_L-cystine_negative	util	Uses	L-cystine	neg	measured	5	5	5	1
BacDive_Uses_L-isoleucine_Nsource_negative	util	Uses	L-isoleucine	neg	measured	5	5	5	1
BacDive_Uses_L-leucine_respiration	util	Uses	L-leucine	pos	measured	5	5	5	1
BacDive_Uses_L-lyxose_acid_negative	util	Uses	L-lyxose	neg	measured	5	5	5	1
BacDive_Uses_L-ornithine_respiration	util	Uses	L-ornithine	pos	measured	5	5	6	1
BacDive_Uses_L-proline_respiration_negative	util	Uses	L-proline	neg	measured	5	5	5	1
BacDive_Uses_lactamide	util	Uses	lactamide	pos	measured	5	5	5	1
BacDive_Uses_lactamide_negative	util	Uses	lactamide	neg	measured	5	5	5	1
BacDive_Uses_lactate_fermentation	util	Uses	lactate	pos	measured	5	5	6	1
BacDive_Uses_lecithin_negative	util	Uses	lecithin	neg	measured	5	5	5	1
BacDive_Uses_maltodextrin_fermentation	util	Uses	maltodextrin	pos	measured	5	5	5	1
BacDive_Uses_melezitose_fermentation	util	Uses	melezitose	pos	measured	5	5	5	1
BacDive_Uses_methyl_alpha-D-galactoside	util	Uses	methyl alpha-D-galactoside	pos	measured	5	5	5	1
BacDive_Uses_methyl_beta-D-xylopyranoside_fermentation_negative	util	Uses	methyl beta-D-xylopyranoside	neg	measured	5	5	5	1
BacDive_Uses_methyl_D-glucoside_respiration_negative	util	Uses	methyl D-glucoside	neg	measured	5	5	5	1
BacDive_Uses_N-acetyl-beta-D-mannosamine_respiration	util	Uses	N-acetyl-beta-D-mannosamine	pos	measured	5	5	5	1
BacDive_Uses_N-acetyl-beta-D-mannosamine_respiration_negative	util	Uses	N-acetyl-beta-D-mannosamine	neg	measured	5	5	5	1
BacDive_Uses_N-acetyl-L-glutamate_negative	util	Uses	N-acetyl-L-glutamate	neg	measured	5	5	5	1
BacDive_Uses_nalidixic_acid_respiration	util	Uses	nalidixic acid	pos	measured	5	5	5	1
BacDive_Uses_nalidixic_acid_respiration_negative	util	Uses	nalidixic acid	neg	measured	5	5	5	1
BacDive_Uses_niaproof_respiration_negative	util	Uses	niaproof	neg	measured	5	5	5	1
BacDive_Uses_nitrate_Nsource_negative	util	Uses	nitrate	neg	measured	5	5	5	1
BacDive_Uses_nonanoate_negative	util	Uses	nonanoate	neg	measured	5	5	5	1
BacDive_Uses_phthalate_negative	util	Uses	phthalate	neg	measured	5	5	5	1
BacDive_Uses_potassium_gluconate_fermentation	util	Uses	potassium gluconate	pos	measured	5	5	5	1
BacDive_Uses_protocatechuate_negative	util	Uses	protocatechuate	neg	measured	5	5	5	1
BacDive_Uses_putrescine_respiration	util	Uses	putrescine	pos	measured	5	5	5	1
BacDive_Uses_pyruvate_respiration	util	Uses	pyruvate	pos	measured	5	5	5	1
BacDive_Uses_ribitol_respiration	util	Uses	ribitol	pos	measured	5	5	5	1
BacDive_Uses_sedoheptulosan_negative	util	Uses	sedoheptulosan	neg	measured	5	5	5	1
BacDive_Uses_starch_gas_negative	util	Uses	starch	neg	measured	5	5	5	1
BacDive_Uses_tagatose_acid	util	Uses	tagatose	pos	measured	5	5	5	1
BacDive_Uses_thymidine_5'-monophosphate_negative	util	Uses	thymidine 5'-monophosphate	neg	measured	5	5	5	1
BacDive_Uses_tributyrin	util	Uses	tributyrin	pos	measured	5	5	5	1
BacDive_Uses_tricarballylate	util	Uses	tricarballylate	pos	measured	5	5	5	1
BacDive_Uses_troleandomycin_negative	util	Uses	troleandomycin	neg	measured	5	5	5	1
BacDive_Uses_valine	util	Uses	valine	pos	measured	5	5	5	1
BacDive_Uses_vancomycin_negative	util	Uses	vancomycin	neg	measured	5	5	5	1
BacDive_Uses_xylitol_respiration	util	Uses	xylitol	pos	measured	5	5	5	1
BacDive_Enzyme_2-deoxythymidine-5'-4-nitrophenyl_phosphate	hydrolysis	Enzyme	2-deoxythymidine-5'-4-nitrophenyl phosphate	pos	measured	4	4	4	1
BacDive_Enzyme_4-nitrophenyl_beta-D-galactopyranoside_hydrolysate	hydrolysis	Enzyme	4-nitrophenyl beta-D-galactopyranoside hydrolysate	pos	measured	4	4	4	1
BacDive_Enzyme_4-nitrophenyl_N-acetyl-beta-D-glucosaminide_negative	hydrolysis	Enzyme	4-nitrophenyl N-acetyl-beta-D-glucosaminide	neg	measured	4	4	4	1
BacDive_Enzyme_acetamide_negative	hydrolysis	Enzyme	acetamide	neg	measured	4	4	4	1
BacDive_Enzyme_allantoin_negative	hydrolysis	Enzyme	allantoin	neg	measured	4	4	4	1
BacDive_Enzyme_arginine_decarboxylase	enzyme	Enzyme	arginine decarboxylase	pos	measured	4	4	4	1
BacDive_Enzyme_beta-galactopyranosidase_negative	enzyme	Enzyme	beta-galactopyranosidase	neg	measured	4	4	4	1
BacDive_Enzyme_beta-xylosidase	enzyme	Enzyme	beta-xylosidase	pos	measured	4	4	4	1
BacDive_Enzyme_bis-4-nitrophenyl_phosphate_negative	hydrolysis	Enzyme	bis-4-nitrophenyl phosphate	neg	measured	4	4	4	1
BacDive_Enzyme_citrate_negative	hydrolysis	Enzyme	citrate	neg	measured	4	4	4	1
BacDive_Enzyme_dextrin_negative	hydrolysis	Enzyme	dextrin	neg	measured	4	4	4	1
BacDive_Enzyme_egg_yolk_negative	hydrolysis	Enzyme	egg yolk	neg	measured	4	4	4	1
BacDive_Enzyme_galacturonidase_negative	enzyme	Enzyme	galacturonidase	neg	measured	4	4	4	1
BacDive_Enzyme_gamma-L-glutamate-4-nitroanilide	hydrolysis	Enzyme	gamma-L-glutamate-4-nitroanilide	pos	measured	4	4	4	1
BacDive_Enzyme_glucuronidase_negative	enzyme	Enzyme	glucuronidase	neg	measured	4	4	4	1
BacDive_Enzyme_glutamyl_arylamidase_pNA	enzyme	Enzyme	glutamyl arylamidase pNA	pos	measured	4	4	4	1
BacDive_Enzyme_guanine	hydrolysis	Enzyme	guanine	pos	measured	4	4	4	1
BacDive_Enzyme_milk_negative	hydrolysis	Enzyme	milk	neg	measured	4	4	4	1
BacDive_Enzyme_trehalose_negative	hydrolysis	Enzyme	trehalose	neg	measured	4	4	4	1
BacDive_Murein_A3alpha_L-Lys-L-Ala-L-Ser	murein	Murein	A3alpha L-Lys-L-Ala-L-Ser	pos	measured	4	4	5	1
BacDive_Murein_A3alpha_L-Lys-L-Thr-L-Ser(L-Ala)	murein	Murein	A3alpha L-Lys-L-Thr-L-Ser(L-Ala)	pos	measured	4	4	7	1.5
BacDive_Murein_A3alpha_L-Lys(L-Orn)-L-Ala(L-Ser)-L-Ala2	murein	Murein	A3alpha L-Lys(L-Orn)-L-Ala(L-Ser)-L-Ala2	pos	measured	5	4	7	1
BacDive_Murein_A3alpha_L-Lys(L-Orn)-L-Ala2-L-Ser	murein	Murein	A3alpha L-Lys(L-Orn)-L-Ala2-L-Ser	pos	measured	4	4	6	1.5
BacDive_Murein_A4alpha_L-Lys(L-Orn)-D-Asp	murein	Murein	A4alpha L-Lys(L-Orn)-D-Asp	pos	measured	4	4	11	3
BacDive_Murein_A4gamma_m-Dpm-D-Asp-D-Glu_alpha-carboxyl_group_of_D-Glu_substituted_by_glycine	murein	Murein	A4gamma m-Dpm-D-Asp-D-Glu, alpha-carboxyl group of D-Glu substituted by glycine	pos	measured	4	4	4	1
BacDive_Murein_A5alpha_L-Lys-L-Ala-L-Lys-D-Glu	murein	Murein	A5alpha L-Lys-L-Ala-L-Lys-D-Glu	pos	measured	4	4	7	1.5
BacDive_Murein_A5beta_L-Orn-L-Lys-D-Glu	murein	Murein	A5beta L-Orn-L-Lys-D-Glu	pos	measured	4	4	4	1
BacDive_Murein_B1beta_{Gly}_[L-Hsr]_D-Glu(Hyg)-Gly2-L-Lys	murein	Murein	B1beta {Gly} [L-Hsr] D-Glu(Hyg)-Gly2-L-Lys	pos	measured	4	4	4	1
BacDive_Prod_(R)-lactate	production	Prod	(R)-lactate	pos	measured	4	4	4	1
BacDive_Prod_(S)-lactate	production	Prod	(S)-lactate	pos	measured	4	4	4	1
BacDive_Prod_2-dehydro-D-gluconate_negative	production	Prod	2-dehydro-D-gluconate	neg	measured	4	4	4	1
BacDive_Prod_actinomycin	production	Prod	actinomycin	pos	measured	4	4	4	1
BacDive_Prod_amicetin	production	Prod	amicetin	pos	measured	4	4	4	1
BacDive_Prod_bambermycin	production	Prod	bambermycin	pos	measured	4	4	4	1
BacDive_Prod_elemental_sulfur_negative	production	Prod	elemental sulfur	neg	measured	4	4	4	1
BacDive_Prod_hydroxystreptomycin	production	Prod	hydroxystreptomycin	pos	measured	4	4	5	1
BacDive_Prod_vitamin_B12	production	Prod	vitamin B12	pos	measured	4	4	4	1
BacDive_Produces_exopolysaccharide	compound_class	Produces	exopolysaccharide	pos	measured	4	4	4	1
BacDive_Shape_other	shape	Shape	other	pos	measured	4	4	4	1
BacDive_Uses_(-)-D-fructose	util	Uses	(-)-D-fructose	pos	measured	4	4	4	1
BacDive_Uses_(R)-lactate_negative	util	Uses	(R)-lactate	neg	measured	4	4	4	1
BacDive_Uses_(R)-mandelate_negative	util	Uses	(R)-mandelate	neg	measured	4	4	4	1
